virtualbox,1
bower,1
fabric,1
grunt,1
ilene,1
postgresql,1
postgis,1
quantumgis,1
rbenv,1
tabula,1
virtualenv,1
virtualenvwrapper,1
caspio,1
ajax,1
ocr,1
gephi,1
arduino,1
jquery,1
leaflet,1
cypher,1
neo4j,1
shapefiles,1
fusiontables,1
cartodb,1
shapefile,1
markdown,1
rake,1
pdb,1
unittest,1
imagemagick,1
ffmpeg,1
flask,1
asp,1
rail,2
arcgis,2
fusion,2
pivot,2
regex,2
matplotlib,2
numpy,2
documentcloud,2
npm,3
openrefine,3
d3,3
agate,3
ipython,3
mac,4
csvkit,4
django,4
git,4
mysql,4
panda,4
jupyter,4
qgis,4
bot,4
cs,4
node,5
tableau,6
github,6
pspp,6
spss,6
html,6
ruby,8
sqlite,8
javascript,9
r,10
sql,16
spreadsheet,22
python,24
excel,25
database,28
